gene,median_log2,mad_log2
ENSG00000160539,0.5468831034413342,0.5027212329594496
ENSG00000160551,2.0018562751442777,0.4082825906130356
ENSG00000160654,0.016426429862263,0.016426429862263
ENSG00000160678,0.4619528191556548,0.1841917812966466
ENSG00000160679,3.873724626367641,0.5455631475114586
ENSG00000160683,0.0,0.0
ENSG00000160685,3.2245419805168822,0.5129149246484168
ENSG00000160688,3.436307114482681,0.501122028803267
ENSG00000160691,5.054627107885686,0.658680037310039
ENSG00000160695,3.126814309629671,0.4228795012799251
ENSG00000160703,1.0945198507943033,0.3206610522914703
ENSG00000160710,5.362059535501334,0.5704717772476977
ENSG00000160712,3.6792886658046258,0.9134135340374904
ENSG00000160714,4.817500469729674,0.4805015929095138
ENSG00000160716,0.0375270114137319,0.0194626220533703
ENSG00000160741,3.967638974881538,0.5548317115512629
ENSG00000160746,2.0520715261281315,0.4393368758730673
ENSG00000160752,5.3005081479141,0.492880170137143
ENSG00000160753,1.7917349030524228,0.5095738779780448
ENSG00000160766,1.0437994315793382,0.4458383136849347
ENSG00000160767,1.598436671273523,0.4674285610792119
ENSG00000160781,1.8418805581171351,0.5269604127098664
ENSG00000160783,3.619565606559493,0.4565741609286338
ENSG00000160785,2.376959891879645,0.4494096138585655
ENSG00000160789,5.167486389965649,1.0675432126228852
ENSG00000160791,0.1254553790677061,0.1113672236656663
ENSG00000160796,4.013033407454061,0.6047469904614875
ENSG00000160799,3.110837604217368,0.413757725963475
ENSG00000160801,0.0,0.0
ENSG00000160803,3.2274669254148765,0.5101008682305048
ENSG00000160808,0.2019073200503787,0.1054052627453021
ENSG00000160813,3.6519701299420615,0.4776324280319155
ENSG00000160818,2.8812378160058687,0.6155440744403764
ENSG00000160838,0.0330261287275137,0.0311351949398811
ENSG00000160856,1.1595193973301396,0.7589889648603674
ENSG00000160862,0.6181578248141697,0.5817445194613416
ENSG00000160867,0.3807150436424399,0.1785339750061874
ENSG00000160868,0.0628580722846623,0.0334278033271732
ENSG00000160870,0.1569919533412949,0.088006157122127
ENSG00000160877,2.639778570243971,0.4719088188134943
ENSG00000160882,0.0,0.0
ENSG00000160883,0.2865275259145093,0.1962567096775452
ENSG00000161031,0.0232951012839799,0.0232951012839799
ENSG00000161036,3.011991122351951,0.5764505327147162
ENSG00000161040,0.0864237266947535,0.0460123914660542
ENSG00000161048,1.37016428054021,0.4289727727809458
ENSG00000161055,0.0,0.0
ENSG00000161057,4.214513410080016,0.4847648857700992
ENSG00000161082,0.004902594429379,0.004902594429379
ENSG00000161091,4.463661688417118,0.4344208703075409
ENSG00000161103,0.001583210131507,0.001583210131507
ENSG00000161132,0.0094833367512275,0.0094833367512275
ENSG00000161133,0.0126501915145443,0.0126501915145443
ENSG00000161149,0.0382647899812417,0.0290279920564296
ENSG00000161179,2.519144316110714,0.4328870531179265
ENSG00000161180,0.1171910086232013,0.0513554102549135
ENSG00000161202,3.8680545588962034,0.3722315034445262
ENSG00000161203,5.133501877815012,0.4291776661367503
ENSG00000161204,4.430519457710198,0.4444053487104877
ENSG00000161217,3.5547852903940647,0.4054608814986151
ENSG00000161243,0.0232368970427474,0.0232368970427474
ENSG00000161249,0.1037191884218427,0.1037191884218427
ENSG00000161265,3.810257999235672,0.4745300187058547
ENSG00000161267,3.089969254858689,0.6431016635981268
ENSG00000161270,0.0,0.0
ENSG00000161277,1.1291972770919556,0.3333073398136197
ENSG00000182625,0.0,0.0
ENSG00000161281,0.0422436887899511,0.0422436887899511
ENSG00000161298,0.0440737180477415,0.0335043920925909
ENSG00000161328,0.8160089919335622,0.2734755561107314
ENSG00000161381,0.0430588775862555,0.0351041872380058
ENSG00000161395,1.9863854489315689,0.3487195639254359
ENSG00000161405,2.7323582117993324,0.5283253919514799
ENSG00000161509,0.2880383871751135,0.1087260794454599
ENSG00000161513,1.3082676673074505,0.434684373733591
ENSG00000161526,4.21309838564848,0.4925367661558733
ENSG00000161533,2.439266741216072,0.3382655532047813
ENSG00000161542,3.274911659550422,0.4561674236360118
ENSG00000161544,0.1037728920788207,0.0740594517808569
ENSG00000161547,6.588120947484084,0.4872378851395575
ENSG00000161551,1.1836326027629829,0.5590834073646417
ENSG00000161558,2.326810559965575,0.4117792451659212
ENSG00000161594,0.0304208364221084,0.0216370917553023
ENSG00000161609,0.0204090352614411,0.0204090352614411
ENSG00000161610,0.053171128846291,0.053171128846291
ENSG00000161618,3.272681660418338,0.4752079240820408
ENSG00000161634,0.0,0.0
ENSG00000161638,0.1574020750736864,0.1260539307623863
ENSG00000161640,0.0653034613817892,0.0445559275692264
ENSG00000161642,0.2940637059441494,0.195577872140733
ENSG00000161643,0.1071923808357241,0.0585725507075698
ENSG00000161647,0.0065249589485946,0.0065249589485946
ENSG00000182628,2.7654116877142667,0.5997251061253186
ENSG00000199905,0.0,0.0
ENSG00000161649,0.0038670062856467,0.0038670062856467
ENSG00000161652,0.0,0.0
ENSG00000161653,0.0617886375381997,0.035552471258502
ENSG00000161654,3.349162844445513,0.3898378052063811
ENSG00000161664,0.4827594991033375,0.220839145647286
ENSG00000161671,4.373237545041189,0.4550944594887349
ENSG00000161677,3.005699993996854,0.4447010026503375
ENSG00000161681,0.0,0.0
ENSG00000161682,0.0189090148316541,0.0149959666179008
ENSG00000161692,0.7062953702104415,0.2896447580214835
ENSG00000161714,0.2327540685156369,0.1172493291758985
ENSG00000161791,1.182088400088818,0.4705318222971194
ENSG00000161798,0.0,0.0
ENSG00000161800,1.3527698225300038,0.5507736881150824
ENSG00000161896,0.0,0.0
ENSG00000161904,3.771896139933815,0.4096352712453108
ENSG00000161905,0.0636230468459499,0.0483924035794418
ENSG00000161911,0.0622239682771314,0.0462497659669433
ENSG00000161912,1.084737818895616,0.3417523812296885
ENSG00000161914,1.592689045834882,0.3822036478765629
ENSG00000161920,2.541532185397772,0.4786609918995506
ENSG00000161921,1.1469223631332623,0.5318573653287862
ENSG00000161929,0.1543615579852008,0.1032296432282033
ENSG00000161939,0.4998514984386394,0.234769918796438
ENSG00000161940,0.0577496978098292,0.0517734658011249
ENSG00000161944,0.0174074331548037,0.0174074331548037
ENSG00000161955,1.872572695371092,0.6009199351975056
ENSG00000161956,3.691478331987407,0.4110148747123401
ENSG00000161958,0.1117297817141089,0.0869667750696462
ENSG00000161960,6.869291547298452,0.5300597202661219
ENSG00000161970,9.623775432487378,0.6492391753431104
ENSG00000161973,0.0,0.0
ENSG00000161980,2.0231204815152144,0.5017505965977316
ENSG00000161981,2.592227383800583,0.3939432339665512
ENSG00000161992,0.0,0.0
ENSG00000161996,2.4503429253190343,0.6518900470569291
ENSG00000161999,3.591499906551123,0.4938482617210704
ENSG00000162004,1.3689135889082522,0.7973583760641165
ENSG00000182631,0.0,0.0
ENSG00000162006,0.0,0.0
ENSG00000162009,0.0,0.0
ENSG00000162032,3.713046896002251,0.4334463430499062
ENSG00000162039,0.0082903856536467,0.0082903856536467
ENSG00000162040,0.0,0.0
ENSG00000162062,0.5998995157878814,0.3288702528993829
ENSG00000162063,0.3282999484108269,0.1692663039464271
ENSG00000162065,0.6308322522321644,0.2243021125361113
ENSG00000162066,2.3812750652147554,0.4697407025310622
ENSG00000162068,0.0158086829773915,0.0158086829773915
ENSG00000162069,0.0048652111250988,0.0048652111250988
ENSG00000162073,0.7545480548661864,0.3569433060899174
ENSG00000162076,2.206799486647061,0.3970475612209674
ENSG00000162078,0.0151692575465928,0.0151692575465928
ENSG00000162086,2.899945120442154,0.456879019292971
ENSG00000162104,0.5553911353514424,0.3923976873827358
ENSG00000162105,0.0726711026561182,0.0672739895266857
ENSG00000162129,1.989789345432302,0.4544082009767625
ENSG00000162139,3.014919404993197,0.5850410304720959
ENSG00000162144,3.0395209557336225,0.4374309567902736
ENSG00000162344,0.0,0.0
ENSG00000162365,0.0,0.0
ENSG00000162366,0.2537896342376916,0.2124078571187244
ENSG00000162367,0.0169341253117375,0.0169341253117375
ENSG00000162368,4.40601277502725,0.428577098833597
ENSG00000162373,0.1707839507382541,0.1606429054834721
ENSG00000162374,0.0,0.0
ENSG00000162377,1.4029622422786834,0.4361914454068943
ENSG00000162378,1.3128568232129838,0.3020226012094449
ENSG00000162383,0.0,0.0
ENSG00000162384,3.192203635898043,0.4367306252427725
ENSG00000162385,4.187348113826169,0.4130776183424727
ENSG00000162390,0.0303459670668467,0.0188660720108037
ENSG00000162391,0.0,0.0
ENSG00000162396,0.4731686667968705,0.247331084521625
ENSG00000162398,0.0461501653203567,0.0296001372178786
ENSG00000183066,0.5769167994926023,0.2386110571403272
ENSG00000199979,0.0,0.0
ENSG00000162399,0.0,0.0
ENSG00000162402,2.6480650223330136,0.503508083918577
ENSG00000162407,1.1545054406265771,0.6385992565239523
ENSG00000162408,1.6978849970715888,0.3752068957477419
ENSG00000162409,0.0009951163025567,0.0009951163025567
ENSG00000162413,2.356360761720832,0.4315501579616234
ENSG00000162415,0.31681652643128,0.1741939701181538
ENSG00000162419,1.4202290627205076,0.3050540226442129
ENSG00000162426,0.0075973903092928,0.0075973903092928
ENSG00000162430,2.081121434009162,0.5008842762249484
ENSG00000162433,0.0605994462041003,0.0333590337940803
ENSG00000162434,4.256135077352211,0.4953286438133473
ENSG00000162437,2.3339703657742903,0.444785001639892
ENSG00000162438,0.0389418089269236,0.0314104355385698
ENSG00000162441,2.081980379912747,0.432700630783593
ENSG00000162444,0.1769533351294985,0.1440075811522987
ENSG00000162456,0.0,0.0
ENSG00000162460,0.0,0.0
ENSG00000162461,0.244627715946669,0.1149160761532227
ENSG00000162482,0.2236807908584268,0.0868571050331078
ENSG00000162490,0.0050348660361902,0.0033896893894292
ENSG00000162493,0.0,0.0
ENSG00000162494,0.0,0.0
ENSG00000162496,0.0912340349899898,0.0739192553036599
ENSG00000162510,0.2016526788083299,0.1199162966005051
ENSG00000162511,3.8821734857543793,2.1455622516994084
ENSG00000162512,0.5484474756948587,0.4069821374208028
ENSG00000162517,3.2831587492667444,0.3977281714529472
ENSG00000162520,0.0092869691236422,0.0092869691236422
ENSG00000162521,4.734303170007376,0.5062897481353836
ENSG00000162522,0.4611890618737368,0.2789112744345162
ENSG00000162526,0.8460230721923712,0.3099751467712245
ENSG00000162542,2.1449534808070347,0.3621297814003683
ENSG00000199985,0.0,0.0
ENSG00000162543,0.0156103201418966,0.0156103201418966
ENSG00000162545,0.0162010470981325,0.0162010470981325
ENSG00000162551,0.0649090570885115,0.0548611331600272
ENSG00000162552,0.6094902231973195,0.4246488311202662
ENSG00000162571,0.0,0.0
ENSG00000162572,1.2357883194733574,0.3541716674070352
ENSG00000162576,1.525287140131948,0.5693712025225957
ENSG00000162585,3.457300102306517,0.4100033514534043
ENSG00000162591,0.0951493749353123,0.0625646575196525
ENSG00000162592,0.0030783101412576,0.0030783101412576
ENSG00000162670,0.0,0.0
ENSG00000162676,2.5436888897484318,0.5158731058958295
ENSG00000201031,0.0,0.0
ENSG00000162594,0.0220964720643346,0.0220964720643346
ENSG00000162595,0.0763511241004112,0.0763511241004112
ENSG00000162598,0.0,0.0
ENSG00000162599,0.379178438143834,0.3267180256426293
ENSG00000162600,3.23988680079572,0.4964450787910208
ENSG00000162601,3.136391564385878,0.5205139044975402
ENSG00000162604,4.075173196172306,0.4546688926526503
ENSG00000162607,2.3355232730426008,0.4923514245862168
ENSG00000162613,4.928062325685875,0.5271145977636751
ENSG00000162614,0.0728192520277669,0.0356275898511798
ENSG00000162616,1.947086344301348,0.581382610445355
ENSG00000162618,0.0081856685779496,0.0081856685779496
ENSG00000162620,0.4524573257539201,0.270587662457039
ENSG00000162621,0.0,0.0
ENSG00000162623,2.4552706622621545,0.4172212649829379
ENSG00000162685,0.0,0.0
ENSG00000201867,0.0,0.0
ENSG00000162624,0.0069255988775213,0.0069255988775213
ENSG00000162627,0.0362796591073302,0.0362796591073302
ENSG00000162630,0.0064502754051818,0.0064502754051818
ENSG00000162631,0.0634780918426262,0.058361281003541
ENSG00000162636,1.184337429725261,0.3718490619857959
ENSG00000162639,1.500975369965503,0.4101869668947935
ENSG00000162641,0.1184182034245483,0.06398806892592
ENSG00000162642,2.034032549067039,0.3974937678070969
ENSG00000162643,0.0,0.0
ENSG00000162645,1.4332692862620422,0.8141342765608064
ENSG00000162650,0.9523566791283524,0.2779693209003392
ENSG00000162654,0.8255332863778044,0.5571312325296832
ENSG00000162664,2.714999369284761,0.4397568597854402
ENSG00000162669,0.0038382293343958,0.0038382293343958
ENSG00000162755,1.205317435838959,0.5285661574441904
ENSG00000162687,0.0,0.0
ENSG00000162688,1.3444990250784612,0.3548186544053198
ENSG00000162692,0.9686326979634144,0.7948468664233502
ENSG00000162694,2.2371873938159954,0.6549354699163894
ENSG00000162695,2.116314847097833,0.3969232152352577
ENSG00000162699,0.0,0.0
ENSG00000162702,1.9839403105996052,0.4933639919300681
ENSG00000162704,4.325782151615979,0.6548281534625975
ENSG00000162706,0.0,0.0
ENSG00000162711,0.067897497737017,0.0529795205970402
ENSG00000162714,2.2265362736773144,0.4659150481802543
ENSG00000162722,0.0442961876440185,0.0362711956588913
ENSG00000162723,0.0209181752381362,0.0209181752381362
ENSG00000162727,0.0,0.0
ENSG00000162728,0.0135265766657292,0.0099401701426567
ENSG00000162729,3.8061796775383616,0.5069500572994903
ENSG00000162733,1.017800787773897,0.3779194420512518
ENSG00000162734,3.610700062134764,0.6626890080550631
ENSG00000162735,2.9091375256260017,0.507853849904802
ENSG00000162736,5.06207852714267,0.4748155606775626
ENSG00000162738,0.0328343499891748,0.0300497522262972
ENSG00000162739,2.5406076041009453,0.9066556759817712
ENSG00000162745,0.0508318165603712,0.0366799057644317
ENSG00000162746,1.429048146955806,0.7109658251144574
ENSG00000162747,0.4725459979794703,0.3775938263815681
ENSG00000162753,0.0103043512208941,0.0103043512208941
ENSG00000162761,0.0,0.0
ENSG00000162763,0.0,0.0
ENSG00000162769,1.153824788015866,0.3986868129909053
ENSG00000162771,0.2569055813543789,0.1620317582902254
ENSG00000162772,5.120584186281674,1.0912612890239748
ENSG00000162775,1.550087996616282,0.369568623968602
ENSG00000162777,2.4519733129540717,0.4516935883405097
ENSG00000162779,0.1333978101390684,0.0893045021960256
ENSG00000162782,0.0043518116118087,0.0043518116118087
ENSG00000162783,3.4419760683990512,0.7776416509156245
ENSG00000162804,0.7840189548586413,0.345767627940992
ENSG00000162813,2.831498281350461,0.57181171215242
ENSG00000162814,0.0189118626476514,0.0189118626476514
ENSG00000162817,0.2833196844047542,0.2586851149954422
ENSG00000162819,2.570715501987229,0.577606913315801
ENSG00000162825,1.6176840277779865,0.4521315430093111
ENSG00000162836,2.489396500829807,0.5876567472958532
ENSG00000162840,0.2668045274300394,0.2668045274300394
ENSG00000162843,1.5311793130819784,0.6265047339009078
ENSG00000162849,0.019817183128114,0.0114708558503071
ENSG00000162851,2.7196522128171376,0.504240749170648
ENSG00000162852,1.8557944021652693,0.4503482400121159
ENSG00000162869,2.202947370047431,0.4539194752928892
ENSG00000162873,0.0962416093002727,0.0875826226319785
ENSG00000162878,0.0364287793815233,0.0364287793815233
ENSG00000162881,0.0896364476822831,0.0722617989206924
ENSG00000162882,0.2090153437166578,0.1689870358610827
ENSG00000162885,2.781433157948172,0.4376160378812113
ENSG00000162888,0.072679333575893,0.051887024974777
ENSG00000162889,6.12554365588965,0.6211050194155048
ENSG00000162891,0.0,0.0
ENSG00000162892,0.0281320342499395,0.0281320342499395
ENSG00000162894,1.455833513305167,0.9975103101453175
ENSG00000162896,0.0075859093226511,0.0061569064911414
ENSG00000162897,0.0,0.0
ENSG00000162909,5.035764653600976,0.7505128165360233
ENSG00000162910,4.820378117187456,0.4827523585950413
ENSG00000162913,0.173333426668706,0.1421132842470158
ENSG00000162923,3.975006460937764,0.5285609724618201
ENSG00000162924,0.2559744031980441,0.1536495241695984
ENSG00000162927,0.9391189828995395,0.2824611786136074
ENSG00000162928,1.677571383456085,0.3706961951225369
ENSG00000162929,0.4501940408721261,0.2059032165657475
ENSG00000162931,0.0851295602650443,0.0508743967739349
ENSG00000162944,0.0603435036267721,0.0300229647720114
ENSG00000162946,0.787343024682305,0.3178522863743163
ENSG00000199640,0.0,0.0
ENSG00000162947,0.0,0.0
ENSG00000162949,0.0,0.0
ENSG00000162951,0.0,0.0
ENSG00000162959,3.2409431767661823,0.4618805661573
ENSG00000162961,3.996081372657332,0.5237755742072938
ENSG00000162971,1.5944673359542707,0.3503596643857087
ENSG00000162972,2.126873766657061,0.3782524336551978
ENSG00000162975,0.0,0.0
ENSG00000162976,3.548609244544397,0.5111353835809465
ENSG00000162980,3.229020268999637,0.4482962777188293
ENSG00000162981,0.0028709899638584,0.0028709899638584
ENSG00000162989,0.0860934983240078,0.0807491809506925
ENSG00000163394,0.0,0.0
ENSG00000199643,0.0,0.0
ENSG00000162992,0.0,0.0
ENSG00000162994,0.8174349786394053,0.3131598819831502
ENSG00000162997,0.9458541238113892,0.3024985423616597
ENSG00000162998,5.1421601679299895,2.2201519064601616
ENSG00000162999,0.1995938286840202,0.1254569911282252
ENSG00000163001,2.194622918836363,0.5187528029524047
ENSG00000163002,1.881707684201197,0.4335467664351522
ENSG00000163006,0.7251094165697722,0.3111871908531176
ENSG00000163012,0.0,0.0
ENSG00000163013,1.872501777258651,0.6089108392190421
ENSG00000163016,0.1737095122652109,0.0745071186654479
ENSG00000163017,0.0,0.0
ENSG00000163026,0.6817469942540628,0.3127004678679131
ENSG00000163029,2.1614556151468864,0.4638639764649022
ENSG00000163032,0.0112608955479706,0.0112608955479706
ENSG00000163040,0.1014093827533611,0.0773039249200793
ENSG00000163041,7.45349288659705,0.6043442875685177
ENSG00000163046,0.004274138632482,0.004274138632482
ENSG00000163050,3.807210645339559,0.5070435793701833
ENSG00000163053,1.3578672518207748,0.7701979107411128
ENSG00000163060,0.0077480697903909,0.0077480697903909
ENSG00000163481,2.4093176114205326,0.3885399779551295
ENSG00000163482,2.33003342740577,0.5516944675518385
ENSG00000199645,0.0,0.0
ENSG00000163064,0.0,0.0
ENSG00000163069,0.3721430706500305,0.3384163201747976
ENSG00000163071,0.0139409943255479,0.0138896484803017
ENSG00000163072,0.0536618889739983,0.0451534866729236
ENSG00000163075,0.0,0.0
ENSG00000163081,0.0,0.0
ENSG00000163082,0.8527100183516381,0.3211082078766214
ENSG00000163636,4.687239893984603,0.4445992825091833
ENSG00000163637,1.0203066166887895,0.4991282044129651
ENSG00000199674,0.0,0.0
ENSG00000163083,0.0057463367054532,0.0057463367054532
ENSG00000163092,0.0,0.0
ENSG00000163093,0.6017744721957498,0.2399746769625534
ENSG00000163098,0.0,0.0
ENSG00000163104,2.2522854569546094,0.4858895938309142
ENSG00000163106,0.0401096921423018,0.0401096921423018
ENSG00000163110,3.015028274639489,0.51370555704945
ENSG00000163114,0.0,0.0
ENSG00000163116,0.0707657534848643,0.0405780136864411
ENSG00000199986,0.0,0.0
ENSG00000163121,0.029049970411816,0.0243558721587187
ENSG00000163125,2.438417950706702,0.5057179913960075
ENSG00000163126,1.3149053025952926,0.3889962451371787
ENSG00000163131,6.546578112390112,0.4844261719158433
ENSG00000163132,0.1102630063182698,0.0632546377903534
ENSG00000163138,1.7777500377650377,0.412020764901005
ENSG00000163141,0.2056940335212509,0.1122934144618814
ENSG00000163145,0.0,0.0
ENSG00000163154,0.1763278795165248,0.1241693840082471
ENSG00000163155,0.5168532808275064,0.3501148165965868
ENSG00000163156,3.256305698544685,0.4941418829244761
ENSG00000163157,0.0905865410497315,0.0840371922214103
ENSG00000163159,3.079113528761838,0.5292226215858236
ENSG00000163161,3.275854828809896,0.4155900023812409
ENSG00000163162,4.186167735910957,0.4874226068428609
ENSG00000163166,2.8698931155156724,0.3723374274218534
ENSG00000163170,3.911375208738141,0.4848664984542505
ENSG00000163171,2.146371737926774,0.4669974868574498
ENSG00000163191,4.9681783251246205,0.7970248815285466
ENSG00000163202,0.0,0.0
ENSG00000163206,0.0,0.0
ENSG00000163207,0.0,0.0
ENSG00000163209,0.0,0.0
ENSG00000163214,1.7280075580493628,0.3611734090579008
ENSG00000163216,0.0,0.0
ENSG00000163982,0.0,0.0
ENSG00000163217,0.0034396095198686,0.0034396095198686
ENSG00000163218,0.0,0.0
ENSG00000163219,3.1545232629279183,0.4882984078251513
ENSG00000163220,3.0588498304576714,1.4365319468152324
ENSG00000163221,1.0468891346202316,0.7714624488535302
ENSG00000163235,0.6985323247313684,0.5660160205920574
ENSG00000163239,0.015222077974016,0.015222077974016
ENSG00000163249,2.3147458229360267,0.3958281080934878
ENSG00000163251,0.2893824089206953,0.1205979078433222
ENSG00000163254,0.0,0.0
ENSG00000163257,3.2225928389759395,0.4773696010974411
ENSG00000163263,0.0853077129895817,0.0493535266272914
ENSG00000163273,0.0260818964429738,0.0260818964429738
ENSG00000163281,2.245419601396896,0.4667491397476344
ENSG00000163993,0.3261772046689818,0.251892368172707
ENSG00000163283,0.0083534991240297,0.0083534991240297
ENSG00000163285,0.0056917311870122,0.0056917311870122
ENSG00000163286,0.0,0.0
ENSG00000163288,0.0,0.0
ENSG00000163291,1.7956505967164886,0.4430476199860498
ENSG00000163293,0.6344352835272934,0.192127642230782
ENSG00000163295,0.0,0.0
ENSG00000163297,2.340539481955385,0.6667433824607203
ENSG00000163312,1.9438200812437216,0.3675115514158138
ENSG00000163319,3.396703411916365,0.4528814556949281
ENSG00000163320,4.2652418429770815,0.4896456591863867
ENSG00000163322,1.5336630128230893,0.4464242310241662
ENSG00000163328,2.128339598190041,0.6202912273875878
ENSG00000164778,0.0,0.0
ENSG00000163331,0.0,0.0
ENSG00000163344,4.1176534897948285,0.540913694272759
ENSG00000163346,4.770395643967555,0.7587068989189758
ENSG00000163347,0.0,0.0
ENSG00000163348,3.2891586890082336,0.4849584717624982
ENSG00000163349,2.396554093320262,0.4462357179551692
ENSG00000163352,0.0302061063537598,0.0302061063537598
ENSG00000163354,0.358939702262547,0.1568625558502378
ENSG00000163357,0.072435129652183,0.0395782161352702
ENSG00000163359,0.0408938330229298,0.0323323658656602
ENSG00000163362,0.5819537508488178,0.5279291125542039
ENSG00000163364,0.015416212117887,0.0136804174139065
ENSG00000163374,4.01781503773973,0.4353535132384865
ENSG00000163376,2.3509724095457285,0.6356660621851238
ENSG00000163377,0.0,0.0
ENSG00000163378,1.591693776801639,0.3803762503718064
ENSG00000163380,0.0241466021522475,0.0138508455213616
ENSG00000163382,4.740641582697744,0.5147805613336347
ENSG00000163389,2.854454522821625,0.5088991815284958
ENSG00000163393,1.023489571595927,0.4239891220727896
ENSG00000200072,0.0,0.0
ENSG00000163395,0.0,0.0
ENSG00000163399,4.12323577347493,0.4442792526469779
ENSG00000163406,2.7138255635931787,0.6535913682004568
ENSG00000163412,2.6692172975556447,0.4698307720475627
ENSG00000163421,0.0593511239778865,0.0500569876825528
ENSG00000163424,0.0,0.0
ENSG00000163428,2.2006110669990457,0.4608968733472929
ENSG00000163430,0.1166269200688552,0.0755325613078323
ENSG00000163431,0.0307640556165325,0.0196291356306607
ENSG00000163435,0.315803858384175,0.2047038806487037
ENSG00000163440,0.0,0.0
ENSG00000163444,4.041786168910725,0.4836688658853081
ENSG00000163449,0.0039029766675363,0.0039029766675363
ENSG00000163453,0.4287587956195761,0.289602365971102
ENSG00000163462,0.0755819181275587,0.0530521772173125
ENSG00000163463,7.854849687307033,0.5310342781215498
ENSG00000163464,0.0441800599963179,0.0436045512270721
ENSG00000163466,6.15526957664243,0.444652189403949
ENSG00000163467,0.3911221014406238,0.2147380474804959
ENSG00000163468,4.987329962338413,0.6631502797338955
ENSG00000163472,1.2403937135433991,0.4032933324293535
ENSG00000163479,7.668502105296236,0.4253376445942578
ENSG00000163485,0.0109659809431517,0.0109659809431517
ENSG00000163491,0.0101195562514305,0.0101195562514305
ENSG00000163492,0.0153391325700947,0.0130672349710914
ENSG00000163497,0.0,0.0
ENSG00000163499,0.0,0.0
ENSG00000163501,0.0057549584404888,0.0057549584404888
ENSG00000163507,1.3662354750637775,0.4700310634099802
ENSG00000164129,0.0,0.0
ENSG00000163508,0.0110175237651267,0.0110175237651267
ENSG00000163510,1.657790897273351,0.3302299899974859
ENSG00000163512,3.4729685896777887,0.4298813568543176
ENSG00000163513,2.0615826734164204,0.9306254532362594
ENSG00000163515,0.0,0.0
ENSG00000163516,4.407930529295285,0.4355860711360373
ENSG00000163517,0.4882671690644291,0.2214143090659192
ENSG00000163518,0.0281744786910138,0.0241492094329913
ENSG00000163519,1.231327950596187,1.1243619440987895
ENSG00000163520,1.68031535403876,1.4180014488094994
ENSG00000163521,1.0246104586246088,0.3052666545774504
ENSG00000163527,6.084614952739591,0.5605418713838555
ENSG00000163528,2.259905175353353,0.4466496889606901
ENSG00000163530,0.0,0.0
